Timestamp,Device ID,Channel,Sensor Name,Sensor ID,Data Type,Unit,Value
2020-12-19T15:13:26.727Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.375
2020-12-19T15:13:11.444Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.797000885009766
2020-12-19T15:13:11.138Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.375
2020-12-19T15:12:55.771Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.797000885009766
2020-12-19T15:12:55.580Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.312000274658203
2020-12-19T15:12:40.423Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.885000228881836
2020-12-19T15:12:39.976Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.312000274658203
2020-12-19T15:12:24.744Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.797000885009766
2020-12-19T15:12:24.542Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.312000274658203
2020-12-19T15:12:09.759Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.885000228881836
2020-12-19T15:12:08.811Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.312000274658203
2020-12-19T15:11:53.487Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.885000228881836
2020-12-19T15:11:53.230Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.312000274658203
2020-12-19T15:11:38.074Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,29.14900016784668
2020-12-19T15:11:37.773Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.25
2020-12-19T15:11:22.532Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,1,Température Plaque,50f8d080-b0ba-11e9-b01f-db5cf74e7fb7,temp,c,31.25
2020-12-19T15:11:22.377Z,0af9bca0-9e97-11e9-9636-f9904f7b864b,4,Température Intérieur,e3d73e40-16b4-11ea-ba7c-716e7f5ba423,temp,c,28.70800018310547
